0,1,2,3,4,5,6,7
GBR,Any Gender,Finance,Any Job Seniority,2-10 employees,55+,connected to any,16000
GBR,Any Gender,Finance,Any Job Seniority,2-10 employees,35 to 54,connected to big companies,11000
GBR,Any Gender,Finance,Any Job Seniority,2-10 employees,35 to 54,connected to any,50000
GBR,Any Gender,Finance,Any Job Seniority,2-10 employees,25 to 34,connected to big companies,5600
GBR,Any Gender,Finance,Any Job Seniority,2-10 employees,25 to 34,connected to any,57000
GBR,Any Gender,Finance,Any Job Seniority,2-10 employees,18 to 24,connected to big companies,1200
GBR,Any Gender,Finance,Any Job Seniority,2-10 employees,18 to 24,connected to any,15000
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,Any Age Range,connected to big companies,4400
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,Any Age Range,connected to any,38000
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,55+,connected to big companies,570
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,55+,connected to any,3500
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,35 to 54,connected to big companies,2700
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,35 to 54,connected to any,16000
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,25 to 34,connected to big companies,1000
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,25 to 34,connected to any,16000
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Any Job Seniority,Myself Only,18 to 24,connected to any,1900
GBR,Any Gender,Finance,Owner,Any Company Size,Any Age Range,connected to big companies,11000
GBR,Any Gender,Finance,Owner,Any Company Size,Any Age Range,connected to any,52000
GBR,Any Gender,Finance,Owner,Any Company Size,55+,connected to big companies,1700
GBR,Any Gender,Finance,Owner,Any Company Size,55+,connected to any,8300
GBR,Any Gender,Finance,Owner,Any Company Size,35 to 54,connected to big companies,6000
GBR,Any Gender,Finance,Owner,Any Company Size,35 to 54,connected to any,25000
GBR,Any Gender,Finance,Owner,Any Company Size,25 to 34,connected to big companies,2300
GBR,Any Gender,Finance,Owner,Any Company Size,25 to 34,connected to any,16000
GBR,Any Gender,Finance,Owner,Any Company Size,18 to 24,connected to big companies,470
GBR,Any Gender,Finance,Owner,Any Company Size,18 to 24,connected to any,2700
GBR,Any Gender,Finance,Owner,"10,001+ employees",Any Age Range,connected to big companies,1400
GBR,Any Gender,Finance,Owner,"10,001+ employees",Any Age Range,connected to any,4800
GBR,Any Gender,Finance,Owner,"10,001+ employees",55+,connected to big companies,0
GBR,Any Gender,Finance,Owner,"10,001+ employees",55+,connected to any,660
GBR,Any Gender,Finance,Owner,"10,001+ employees",35 to 54,connected to big companies,750
GBR,Any Gender,Finance,Owner,"10,001+ employees",35 to 54,connected to any,2300
GBR,Any Gender,Finance,Owner,"10,001+ employees",25 to 34,connected to big companies,420
GBR,Any Gender,Finance,Owner,"10,001+ employees",25 to 34,connected to any,1300
GBR,Any Gender,Finance,Owner,"10,001+ employees",18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Owner,"10,001+ employees",18 to 24,connected to any,470
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",Any Age Range,connected to big companies,320
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",Any Age Range,connected to any,1100
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",55+,connected to big companies,0
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",55+,connected to any,0
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",35 to 54,connected to big companies,0
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",35 to 54,connected to any,530
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",25 to 34,connected to any,0
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Owner,"5001-10,000 employees",18 to 24,connected to any,0
GBR,Any Gender,Finance,Owner,1001-5000 employees,Any Age Range,connected to big companies,950
GBR,Any Gender,Finance,Owner,1001-5000 employees,Any Age Range,connected to any,3500
GBR,Any Gender,Finance,Owner,1001-5000 employees,55+,connected to big companies,0
GBR,Any Gender,Finance,Owner,1001-5000 employees,55+,connected to any,620
GBR,Any Gender,Finance,Owner,1001-5000 employees,35 to 54,connected to big companies,490
GBR,Any Gender,Finance,Owner,1001-5000 employees,35 to 54,connected to any,1700
GBR,Any Gender,Finance,Owner,1001-5000 employees,25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Owner,1001-5000 employees,25 to 34,connected to any,880
GBR,Any Gender,Finance,Owner,1001-5000 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Owner,1001-5000 employees,18 to 24,connected to any,0
GBR,Any Gender,Finance,Owner,501-1000 employees,Any Age Range,connected to big companies,440
GBR,Any Gender,Finance,Owner,501-1000 employees,Any Age Range,connected to any,1500
GBR,Any Gender,Finance,Owner,501-1000 employees,55+,connected to big companies,0
GBR,Any Gender,Finance,Owner,501-1000 employees,55+,connected to any,340
GBR,Any Gender,Finance,Owner,501-1000 employees,35 to 54,connected to big companies,0
GBR,Any Gender,Finance,Owner,501-1000 employees,35 to 54,connected to any,730
GBR,Any Gender,Finance,Owner,501-1000 employees,25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Owner,501-1000 employees,25 to 34,connected to any,0
GBR,Any Gender,Finance,Owner,501-1000 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Owner,501-1000 employees,18 to 24,connected to any,0
GBR,Any Gender,Finance,Owner,201-500 employees,Any Age Range,connected to big companies,830
GBR,Any Gender,Finance,Owner,201-500 employees,Any Age Range,connected to any,2800
GBR,Any Gender,Finance,Owner,201-500 employees,55+,connected to big companies,0
GBR,Any Gender,Finance,Owner,201-500 employees,55+,connected to any,580
GBR,Any Gender,Finance,Owner,201-500 employees,35 to 54,connected to big companies,460
GBR,Any Gender,Finance,Owner,201-500 employees,35 to 54,connected to any,1500
GBR,Any Gender,Finance,Owner,201-500 employees,25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Owner,201-500 employees,25 to 34,connected to any,660
GBR,Any Gender,Finance,Owner,201-500 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Owner,201-500 employees,18 to 24,connected to any,0
GBR,Any Gender,Finance,Owner,51-200 employees,Any Age Range,connected to big companies,1800
GBR,Any Gender,Finance,Owner,51-200 employees,Any Age Range,connected to any,5500
GBR,Any Gender,Finance,Owner,51-200 employees,55+,connected to big companies,320
GBR,Any Gender,Finance,Owner,51-200 employees,55+,connected to any,1100
GBR,Any Gender,Finance,Owner,51-200 employees,35 to 54,connected to big companies,980
GBR,Any Gender,Finance,Owner,51-200 employees,35 to 54,connected to any,2900
GBR,Any Gender,Finance,Owner,51-200 employees,25 to 34,connected to big companies,380
GBR,Any Gender,Finance,Owner,51-200 employees,25 to 34,connected to any,1200
GBR,Any Gender,Finance,Owner,51-200 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Owner,51-200 employees,18 to 24,connected to any,0
GBR,Any Gender,Finance,Owner,11-50 employees,Any Age Range,connected to big companies,3700
GBR,Any Gender,Finance,Owner,11-50 employees,Any Age Range,connected to any,12000
GBR,Any Gender,Finance,Owner,11-50 employees,55+,connected to big companies,630
GBR,Any Gender,Finance,Owner,11-50 employees,55+,connected to any,2300
GBR,Any Gender,Finance,Owner,11-50 employees,35 to 54,connected to big companies,2100
GBR,Any Gender,Finance,Owner,11-50 employees,35 to 54,connected to any,6300
GBR,Any Gender,Finance,Owner,11-50 employees,25 to 34,connected to big companies,770
GBR,Any Gender,Finance,Owner,11-50 employees,25 to 34,connected to any,2600
GBR,Any Gender,Finance,Owner,11-50 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Owner,11-50 employees,18 to 24,connected to any,480
GBR,Any Gender,Finance,Owner,2-10 employees,Any Age Range,connected to big companies,5500
GBR,Any Gender,Finance,Owner,2-10 employees,Any Age Range,connected to any,19000
GBR,Any Gender,Finance,Owner,2-10 employees,55+,connected to big companies,830
GBR,Any Gender,Finance,Owner,2-10 employees,55+,connected to any,3400
GBR,Any Gender,Finance,Owner,2-10 employees,35 to 54,connected to big companies,3100
GBR,Any Gender,Finance,Owner,2-10 employees,35 to 54,connected to any,9600
GBR,Any Gender,Finance,Owner,2-10 employees,25 to 34,connected to big companies,1300
GBR,Any Gender,Finance,Owner,2-10 employees,25 to 34,connected to any,4600
GBR,Any Gender,Finance,Owner,2-10 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Owner,2-10 employees,18 to 24,connected to any,780
GBR,Any Gender,Finance,Owner,Myself Only,Any Age Range,connected to big companies,690
GBR,Any Gender,Finance,Owner,Myself Only,Any Age Range,connected to any,2200
GBR,Any Gender,Finance,Owner,Myself Only,55+,connected to big companies,0
GBR,Any Gender,Finance,Owner,Myself Only,55+,connected to any,350
GBR,Any Gender,Finance,Owner,Myself Only,35 to 54,connected to big companies,370
GBR,Any Gender,Finance,Owner,Myself Only,35 to 54,connected to any,1200
GBR,Any Gender,Finance,Owner,Myself Only,25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Owner,Myself Only,25 to 34,connected to any,550
GBR,Any Gender,Finance,Owner,Myself Only,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Owner,Myself Only,18 to 24,connected to any,0
GBR,Any Gender,Finance,Partner,Any Company Size,Any Age Range,connected to big companies,11000
GBR,Any Gender,Finance,Partner,Any Company Size,Any Age Range,connected to any,33000
GBR,Any Gender,Finance,Partner,Any Company Size,55+,connected to big companies,2100
GBR,Any Gender,Finance,Partner,Any Company Size,55+,connected to any,7000
GBR,Any Gender,Finance,Partner,Any Company Size,35 to 54,connected to big companies,7000
GBR,Any Gender,Finance,Partner,Any Company Size,35 to 54,connected to any,17000
GBR,Any Gender,Finance,Partner,Any Company Size,25 to 34,connected to big companies,1900
GBR,Any Gender,Finance,Partner,Any Company Size,25 to 34,connected to any,7000
GBR,Any Gender,Finance,Partner,Any Company Size,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,Any Company Size,18 to 24,connected to any,1200
GBR,Any Gender,Finance,Partner,"10,001+ employees",Any Age Range,connected to big companies,1500
GBR,Any Gender,Finance,Partner,"10,001+ employees",Any Age Range,connected to any,4200
GBR,Any Gender,Finance,Partner,"10,001+ employees",55+,connected to big companies,0
GBR,Any Gender,Finance,Partner,"10,001+ employees",55+,connected to any,970
GBR,Any Gender,Finance,Partner,"10,001+ employees",35 to 54,connected to big companies,930
GBR,Any Gender,Finance,Partner,"10,001+ employees",35 to 54,connected to any,2200
GBR,Any Gender,Finance,Partner,"10,001+ employees",25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Partner,"10,001+ employees",25 to 34,connected to any,820
GBR,Any Gender,Finance,Partner,"10,001+ employees",18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,"10,001+ employees",18 to 24,connected to any,0
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",Any Age Range,connected to big companies,430
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",Any Age Range,connected to any,1200
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",55+,connected to big companies,0
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",55+,connected to any,340
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",35 to 54,connected to big companies,0
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",35 to 54,connected to any,600
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",25 to 34,connected to any,0
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,"5001-10,000 employees",18 to 24,connected to any,0
GBR,Any Gender,Finance,Partner,1001-5000 employees,Any Age Range,connected to big companies,1600
GBR,Any Gender,Finance,Partner,1001-5000 employees,Any Age Range,connected to any,4300
GBR,Any Gender,Finance,Partner,1001-5000 employees,55+,connected to big companies,320
GBR,Any Gender,Finance,Partner,1001-5000 employees,55+,connected to any,1000
GBR,Any Gender,Finance,Partner,1001-5000 employees,35 to 54,connected to big companies,980
GBR,Any Gender,Finance,Partner,1001-5000 employees,35 to 54,connected to any,2300
GBR,Any Gender,Finance,Partner,1001-5000 employees,25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Partner,1001-5000 employees,25 to 34,connected to any,730
GBR,Any Gender,Finance,Partner,1001-5000 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,1001-5000 employees,18 to 24,connected to any,0
GBR,Any Gender,Finance,Partner,501-1000 employees,Any Age Range,connected to big companies,940
GBR,Any Gender,Finance,Partner,501-1000 employees,Any Age Range,connected to any,2200
GBR,Any Gender,Finance,Partner,501-1000 employees,55+,connected to big companies,0
GBR,Any Gender,Finance,Partner,501-1000 employees,55+,connected to any,480
GBR,Any Gender,Finance,Partner,501-1000 employees,35 to 54,connected to big companies,570
GBR,Any Gender,Finance,Partner,501-1000 employees,35 to 54,connected to any,1300
GBR,Any Gender,Finance,Partner,501-1000 employees,25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Partner,501-1000 employees,25 to 34,connected to any,350
GBR,Any Gender,Finance,Partner,501-1000 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,501-1000 employees,18 to 24,connected to any,0
GBR,Any Gender,Finance,Partner,201-500 employees,Any Age Range,connected to big companies,1600
GBR,Any Gender,Finance,Partner,201-500 employees,Any Age Range,connected to any,3700
GBR,Any Gender,Finance,Partner,201-500 employees,55+,connected to big companies,0
GBR,Any Gender,Finance,Partner,201-500 employees,55+,connected to any,910
GBR,Any Gender,Finance,Partner,201-500 employees,35 to 54,connected to big companies,970
GBR,Any Gender,Finance,Partner,201-500 employees,35 to 54,connected to any,2100
GBR,Any Gender,Finance,Partner,201-500 employees,25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Partner,201-500 employees,25 to 34,connected to any,590
GBR,Any Gender,Finance,Partner,201-500 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,201-500 employees,18 to 24,connected to any,0
GBR,Any Gender,Finance,Partner,51-200 employees,Any Age Range,connected to big companies,3100
GBR,Any Gender,Finance,Partner,51-200 employees,Any Age Range,connected to any,7300
GBR,Any Gender,Finance,Partner,51-200 employees,55+,connected to big companies,540
GBR,Any Gender,Finance,Partner,51-200 employees,55+,connected to any,1700
GBR,Any Gender,Finance,Partner,51-200 employees,35 to 54,connected to big companies,1900
GBR,Any Gender,Finance,Partner,51-200 employees,35 to 54,connected to any,4000
GBR,Any Gender,Finance,Partner,51-200 employees,25 to 34,connected to big companies,580
GBR,Any Gender,Finance,Partner,51-200 employees,25 to 34,connected to any,1200
GBR,Any Gender,Finance,Partner,51-200 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,51-200 employees,18 to 24,connected to any,0
GBR,Any Gender,Finance,Partner,11-50 employees,Any Age Range,connected to big companies,4900
GBR,Any Gender,Finance,Partner,11-50 employees,Any Age Range,connected to any,11000
GBR,Any Gender,Finance,Partner,11-50 employees,55+,connected to big companies,970
GBR,Any Gender,Finance,Partner,11-50 employees,55+,connected to any,2700
GBR,Any Gender,Finance,Partner,11-50 employees,35 to 54,connected to big companies,2900
GBR,Any Gender,Finance,Partner,11-50 employees,35 to 54,connected to any,6300
GBR,Any Gender,Finance,Partner,11-50 employees,25 to 34,connected to big companies,850
GBR,Any Gender,Finance,Partner,11-50 employees,25 to 34,connected to any,1800
GBR,Any Gender,Finance,Partner,11-50 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,11-50 employees,18 to 24,connected to any,0
GBR,Any Gender,Finance,Partner,2-10 employees,Any Age Range,connected to big companies,4400
GBR,Any Gender,Finance,Partner,2-10 employees,Any Age Range,connected to any,11000
GBR,Any Gender,Finance,Partner,2-10 employees,55+,connected to big companies,890
GBR,Any Gender,Finance,Partner,2-10 employees,55+,connected to any,2600
GBR,Any Gender,Finance,Partner,2-10 employees,35 to 54,connected to big companies,2600
GBR,Any Gender,Finance,Partner,2-10 employees,35 to 54,connected to any,6000
GBR,Any Gender,Finance,Partner,2-10 employees,25 to 34,connected to big companies,760
GBR,Any Gender,Finance,Partner,2-10 employees,25 to 34,connected to any,1800
GBR,Any Gender,Finance,Partner,2-10 employees,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,2-10 employees,18 to 24,connected to any,320
GBR,Any Gender,Finance,Partner,Myself Only,Any Age Range,connected to big companies,370
GBR,Any Gender,Finance,Partner,Myself Only,Any Age Range,connected to any,1100
GBR,Any Gender,Finance,Partner,Myself Only,55+,connected to big companies,0
GBR,Any Gender,Finance,Partner,Myself Only,55+,connected to any,0
GBR,Any Gender,Finance,Partner,Myself Only,35 to 54,connected to big companies,0
GBR,Any Gender,Finance,Partner,Myself Only,35 to 54,connected to any,590
GBR,Any Gender,Finance,Partner,Myself Only,25 to 34,connected to big companies,0
GBR,Any Gender,Finance,Partner,Myself Only,25 to 34,connected to any,0
GBR,Any Gender,Finance,Partner,Myself Only,18 to 24,connected to big companies,0
GBR,Any Gender,Finance,Partner,Myself Only,18 to 24,connected to any,0
GBR,Any Gender,Finance,CXO,Any Company Size,Any Age Range,connected to big companies,14000
