,Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
88,PHL,Any Gender,Any Company Industry,Any Age Range,Entry,2-10 employees,130000
89,PHL,Any Gender,Any Company Industry,Any Age Range,Entry,Myself Only,35000
90,PHL,Any Gender,Any Company Industry,Any Age Range,Training,Any Company Size,83000
91,PHL,Any Gender,Any Company Industry,Any Age Range,Training,"10,001+ employees",8200
92,PHL,Any Gender,Any Company Industry,Any Age Range,Training,"5001-10,000 employees",2100
93,PHL,Any Gender,Any Company Industry,Any Age Range,Training,1001-5000 employees,6400
94,PHL,Any Gender,Any Company Industry,Any Age Range,Training,501-1000 employees,4600
95,PHL,Any Gender,Any Company Industry,Any Age Range,Training,201-500 employees,5000
96,PHL,Any Gender,Any Company Industry,Any Age Range,Training,51-200 employees,5200
97,PHL,Any Gender,Any Company Industry,Any Age Range,Training,11-50 employees,6300
98,PHL,Any Gender,Any Company Industry,Any Age Range,Training,2-10 employees,4000
99,PHL,Any Gender,Any Company Industry,Any Age Range,Training,Myself Only,2800
100,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,Any Company Size,100000
101,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,"10,001+ employees",3200
102,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,"5001-10,000 employees",540
103,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,1001-5000 employees,870
104,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,501-1000 employees,710
105,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,201-500 employees,980
106,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,51-200 employees,2600
107,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,11-50 employees,4200
108,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,2-10 employees,3600
109,PHL,Any Gender,Any Company Industry,Any Age Range,Unpaid,Myself Only,13000
110,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,Any Company Size,99000
111,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,"10,001+ employees",9400
112,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,"5001-10,000 employees",2800
113,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,1001-5000 employees,6200
114,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,501-1000 employees,3800
115,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,201-500 employees,4000
116,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,51-200 employees,4700
117,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,11-50 employees,4900
118,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,2-10 employees,3400
119,PHL,Any Gender,Any Company Industry,55+,Any Job Seniority,Myself Only,530
120,PHL,Any Gender,Any Company Industry,55+,Owner,Any Company Size,7100
121,PHL,Any Gender,Any Company Industry,55+,Owner,"10,001+ employees",0
122,PHL,Any Gender,Any Company Industry,55+,Owner,"5001-10,000 employees",0
123,PHL,Any Gender,Any Company Industry,55+,Owner,1001-5000 employees,0
124,PHL,Any Gender,Any Company Industry,55+,Owner,501-1000 employees,0
125,PHL,Any Gender,Any Company Industry,55+,Owner,201-500 employees,0
126,PHL,Any Gender,Any Company Industry,55+,Owner,51-200 employees,320
127,PHL,Any Gender,Any Company Industry,55+,Owner,11-50 employees,560
128,PHL,Any Gender,Any Company Industry,55+,Owner,2-10 employees,570
129,PHL,Any Gender,Any Company Industry,55+,Owner,Myself Only,0
130,PHL,Any Gender,Any Company Industry,55+,Partner,Any Company Size,1600
131,PHL,Any Gender,Any Company Industry,55+,Partner,"10,001+ employees",0
132,PHL,Any Gender,Any Company Industry,55+,Partner,"5001-10,000 employees",0
133,PHL,Any Gender,Any Company Industry,55+,Partner,1001-5000 employees,0
134,PHL,Any Gender,Any Company Industry,55+,Partner,501-1000 employees,0
135,PHL,Any Gender,Any Company Industry,55+,Partner,201-500 employees,0
136,PHL,Any Gender,Any Company Industry,55+,Partner,51-200 employees,0
137,PHL,Any Gender,Any Company Industry,55+,Partner,11-50 employees,0
138,PHL,Any Gender,Any Company Industry,55+,Partner,2-10 employees,0
139,PHL,Any Gender,Any Company Industry,55+,Partner,Myself Only,0
140,PHL,Any Gender,Any Company Industry,55+,CXO,Any Company Size,6700
141,PHL,Any Gender,Any Company Industry,55+,CXO,"10,001+ employees",360
142,PHL,Any Gender,Any Company Industry,55+,CXO,"5001-10,000 employees",0
143,PHL,Any Gender,Any Company Industry,55+,CXO,1001-5000 employees,370
144,PHL,Any Gender,Any Company Industry,55+,CXO,501-1000 employees,310
145,PHL,Any Gender,Any Company Industry,55+,CXO,201-500 employees,360
146,PHL,Any Gender,Any Company Industry,55+,CXO,51-200 employees,630
147,PHL,Any Gender,Any Company Industry,55+,CXO,11-50 employees,880
148,PHL,Any Gender,Any Company Industry,55+,CXO,2-10 employees,580
149,PHL,Any Gender,Any Company Industry,55+,CXO,Myself Only,0
150,PHL,Any Gender,Any Company Industry,55+,VP,Any Company Size,7100
151,PHL,Any Gender,Any Company Industry,55+,VP,"10,001+ employees",670
152,PHL,Any Gender,Any Company Industry,55+,VP,"5001-10,000 employees",0
153,PHL,Any Gender,Any Company Industry,55+,VP,1001-5000 employees,550
154,PHL,Any Gender,Any Company Industry,55+,VP,501-1000 employees,350
155,PHL,Any Gender,Any Company Industry,55+,VP,201-500 employees,430
156,PHL,Any Gender,Any Company Industry,55+,VP,51-200 employees,580
157,PHL,Any Gender,Any Company Industry,55+,VP,11-50 employees,640
158,PHL,Any Gender,Any Company Industry,55+,VP,2-10 employees,490
159,PHL,Any Gender,Any Company Industry,55+,VP,Myself Only,0
160,PHL,Any Gender,Any Company Industry,55+,Director,Any Company Size,10000
161,PHL,Any Gender,Any Company Industry,55+,Director,"10,001+ employees",1400
162,PHL,Any Gender,Any Company Industry,55+,Director,"5001-10,000 employees",510
163,PHL,Any Gender,Any Company Industry,55+,Director,1001-5000 employees,1200
164,PHL,Any Gender,Any Company Industry,55+,Director,501-1000 employees,730
165,PHL,Any Gender,Any Company Industry,55+,Director,201-500 employees,750
166,PHL,Any Gender,Any Company Industry,55+,Director,51-200 employees,920
167,PHL,Any Gender,Any Company Industry,55+,Director,11-50 employees,830
168,PHL,Any Gender,Any Company Industry,55+,Director,2-10 employees,540
169,PHL,Any Gender,Any Company Industry,55+,Director,Myself Only,0
170,PHL,Any Gender,Any Company Industry,55+,Manager,Any Company Size,12000
171,PHL,Any Gender,Any Company Industry,55+,Manager,"10,001+ employees",1900
172,PHL,Any Gender,Any Company Industry,55+,Manager,"5001-10,000 employees",660
173,PHL,Any Gender,Any Company Industry,55+,Manager,1001-5000 employees,1100
174,PHL,Any Gender,Any Company Industry,55+,Manager,501-1000 employees,770
175,PHL,Any Gender,Any Company Industry,55+,Manager,201-500 employees,730
176,PHL,Any Gender,Any Company Industry,55+,Manager,51-200 employees,760
177,PHL,Any Gender,Any Company Industry,55+,Manager,11-50 employees,710
178,PHL,Any Gender,Any Company Industry,55+,Manager,2-10 employees,430
179,PHL,Any Gender,Any Company Industry,55+,Manager,Myself Only,0
180,PHL,Any Gender,Any Company Industry,55+,Senior,Any Company Size,23000
181,PHL,Any Gender,Any Company Industry,55+,Senior,"10,001+ employees",3100
182,PHL,Any Gender,Any Company Industry,55+,Senior,"5001-10,000 employees",790
183,PHL,Any Gender,Any Company Industry,55+,Senior,1001-5000 employees,2000
184,PHL,Any Gender,Any Company Industry,55+,Senior,501-1000 employees,1300
185,PHL,Any Gender,Any Company Industry,55+,Senior,201-500 employees,1200
186,PHL,Any Gender,Any Company Industry,55+,Senior,51-200 employees,1300
187,PHL,Any Gender,Any Company Industry,55+,Senior,11-50 employees,1200
188,PHL,Any Gender,Any Company Industry,55+,Senior,2-10 employees,830
189,PHL,Any Gender,Any Company Industry,55+,Senior,Myself Only,0
190,PHL,Any Gender,Any Company Industry,55+,Entry,Any Company Size,17000
191,PHL,Any Gender,Any Company Industry,55+,Entry,"10,001+ employees",2100
192,PHL,Any Gender,Any Company Industry,55+,Entry,"5001-10,000 employees",600
193,PHL,Any Gender,Any Company Industry,55+,Entry,1001-5000 employees,1200
194,PHL,Any Gender,Any Company Industry,55+,Entry,501-1000 employees,600
195,PHL,Any Gender,Any Company Industry,55+,Entry,201-500 employees,740
196,PHL,Any Gender,Any Company Industry,55+,Entry,51-200 employees,790
197,PHL,Any Gender,Any Company Industry,55+,Entry,11-50 employees,810
198,PHL,Any Gender,Any Company Industry,55+,Entry,2-10 employees,530
199,PHL,Any Gender,Any Company Industry,55+,Entry,Myself Only,0
200,PHL,Any Gender,Any Company Industry,55+,Training,Any Company Size,0
201,PHL,Any Gender,Any Company Industry,55+,Training,"10,001+ employees",0
202,PHL,Any Gender,Any Company Industry,55+,Training,"5001-10,000 employees",0
203,PHL,Any Gender,Any Company Industry,55+,Training,1001-5000 employees,0
204,PHL,Any Gender,Any Company Industry,55+,Training,501-1000 employees,0
205,PHL,Any Gender,Any Company Industry,55+,Training,201-500 employees,0
206,PHL,Any Gender,Any Company Industry,55+,Training,51-200 employees,0
207,PHL,Any Gender,Any Company Industry,55+,Training,11-50 employees,0
208,PHL,Any Gender,Any Company Industry,55+,Training,2-10 employees,0
209,PHL,Any Gender,Any Company Industry,55+,Training,Myself Only,0
210,PHL,Any Gender,Any Company Industry,55+,Unpaid,Any Company Size,670
211,PHL,Any Gender,Any Company Industry,55+,Unpaid,"10,001+ employees",0
212,PHL,Any Gender,Any Company Industry,55+,Unpaid,"5001-10,000 employees",0
213,PHL,Any Gender,Any Company Industry,55+,Unpaid,1001-5000 employees,0
214,PHL,Any Gender,Any Company Industry,55+,Unpaid,501-1000 employees,0
215,PHL,Any Gender,Any Company Industry,55+,Unpaid,201-500 employees,0
216,PHL,Any Gender,Any Company Industry,55+,Unpaid,51-200 employees,0
217,PHL,Any Gender,Any Company Industry,55+,Unpaid,11-50 employees,0
218,PHL,Any Gender,Any Company Industry,55+,Unpaid,2-10 employees,0
219,PHL,Any Gender,Any Company Industry,55+,Unpaid,Myself Only,0
220,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,Any Company Size,1100000
221,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,"10,001+ employees",170000
222,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,"5001-10,000 employees",36000
223,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,1001-5000 employees,73000
224,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,501-1000 employees,42000
225,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,201-500 employees,44000
226,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,51-200 employees,52000
227,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,11-50 employees,51000
228,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,2-10 employees,32000
229,PHL,Any Gender,Any Company Industry,35 to 54,Any Job Seniority,Myself Only,5200
230,PHL,Any Gender,Any Company Industry,35 to 54,Owner,Any Company Size,38000
231,PHL,Any Gender,Any Company Industry,35 to 54,Owner,"10,001+ employees",1800
232,PHL,Any Gender,Any Company Industry,35 to 54,Owner,"5001-10,000 employees",420
233,PHL,Any Gender,Any Company Industry,35 to 54,Owner,1001-5000 employees,1200
234,PHL,Any Gender,Any Company Industry,35 to 54,Owner,501-1000 employees,1200
235,PHL,Any Gender,Any Company Industry,35 to 54,Owner,201-500 employees,1200
236,PHL,Any Gender,Any Company Industry,35 to 54,Owner,51-200 employees,2000
237,PHL,Any Gender,Any Company Industry,35 to 54,Owner,11-50 employees,3600
238,PHL,Any Gender,Any Company Industry,35 to 54,Owner,2-10 employees,4300
239,PHL,Any Gender,Any Company Industry,35 to 54,Owner,Myself Only,550
240,PHL,Any Gender,Any Company Industry,35 to 54,Partner,Any Company Size,5600
241,PHL,Any Gender,Any Company Industry,35 to 54,Partner,"10,001+ employees",480
242,PHL,Any Gender,Any Company Industry,35 to 54,Partner,"5001-10,000 employees",0
243,PHL,Any Gender,Any Company Industry,35 to 54,Partner,1001-5000 employees,410
244,PHL,Any Gender,Any Company Industry,35 to 54,Partner,501-1000 employees,350
245,PHL,Any Gender,Any Company Industry,35 to 54,Partner,201-500 employees,430
246,PHL,Any Gender,Any Company Industry,35 to 54,Partner,51-200 employees,620
247,PHL,Any Gender,Any Company Industry,35 to 54,Partner,11-50 employees,970
248,PHL,Any Gender,Any Company Industry,35 to 54,Partner,2-10 employees,880
249,PHL,Any Gender,Any Company Industry,35 to 54,Partner,Myself Only,0
250,PHL,Any Gender,Any Company Industry,35 to 54,CXO,Any Company Size,20000
251,PHL,Any Gender,Any Company Industry,35 to 54,CXO,"10,001+ employees",1200
252,PHL,Any Gender,Any Company Industry,35 to 54,CXO,"5001-10,000 employees",370
253,PHL,Any Gender,Any Company Industry,35 to 54,CXO,1001-5000 employees,1100
254,PHL,Any Gender,Any Company Industry,35 to 54,CXO,501-1000 employees,930
255,PHL,Any Gender,Any Company Industry,35 to 54,CXO,201-500 employees,1100
256,PHL,Any Gender,Any Company Industry,35 to 54,CXO,51-200 employees,1900
257,PHL,Any Gender,Any Company Industry,35 to 54,CXO,11-50 employees,3000
258,PHL,Any Gender,Any Company Industry,35 to 54,CXO,2-10 employees,2400
259,PHL,Any Gender,Any Company Industry,35 to 54,CXO,Myself Only,0
260,PHL,Any Gender,Any Company Industry,35 to 54,VP,Any Company Size,26000
261,PHL,Any Gender,Any Company Industry,35 to 54,VP,"10,001+ employees",3800
262,PHL,Any Gender,Any Company Industry,35 to 54,VP,"5001-10,000 employees",890
263,PHL,Any Gender,Any Company Industry,35 to 54,VP,1001-5000 employees,1900
264,PHL,Any Gender,Any Company Industry,35 to 54,VP,501-1000 employees,1300
265,PHL,Any Gender,Any Company Industry,35 to 54,VP,201-500 employees,1400
266,PHL,Any Gender,Any Company Industry,35 to 54,VP,51-200 employees,2000
267,PHL,Any Gender,Any Company Industry,35 to 54,VP,11-50 employees,2700
268,PHL,Any Gender,Any Company Industry,35 to 54,VP,2-10 employees,1900
269,PHL,Any Gender,Any Company Industry,35 to 54,VP,Myself Only,0
270,PHL,Any Gender,Any Company Industry,35 to 54,Director,Any Company Size,54000
271,PHL,Any Gender,Any Company Industry,35 to 54,Director,"10,001+ employees",10000
272,PHL,Any Gender,Any Company Industry,35 to 54,Director,"5001-10,000 employees",3400
273,PHL,Any Gender,Any Company Industry,35 to 54,Director,1001-5000 employees,6500
274,PHL,Any Gender,Any Company Industry,35 to 54,Director,501-1000 employees,3700
275,PHL,Any Gender,Any Company Industry,35 to 54,Director,201-500 employees,4000
276,PHL,Any Gender,Any Company Industry,35 to 54,Director,51-200 employees,4800
277,PHL,Any Gender,Any Company Industry,35 to 54,Director,11-50 employees,4600
278,PHL,Any Gender,Any Company Industry,35 to 54,Director,2-10 employees,2900
279,PHL,Any Gender,Any Company Industry,35 to 54,Director,Myself Only,0
280,PHL,Any Gender,Any Company Industry,35 to 54,Manager,Any Company Size,110000
281,PHL,Any Gender,Any Company Industry,35 to 54,Manager,"10,001+ employees",27000
282,PHL,Any Gender,Any Company Industry,35 to 54,Manager,"5001-10,000 employees",6600
283,PHL,Any Gender,Any Company Industry,35 to 54,Manager,1001-5000 employees,12000
284,PHL,Any Gender,Any Company Industry,35 to 54,Manager,501-1000 employees,6900
285,PHL,Any Gender,Any Company Industry,35 to 54,Manager,201-500 employees,6800
286,PHL,Any Gender,Any Company Industry,35 to 54,Manager,51-200 employees,7400
287,PHL,Any Gender,Any Company Industry,35 to 54,Manager,11-50 employees,7000
288,PHL,Any Gender,Any Company Industry,35 to 54,Manager,2-10 employees,3800
289,PHL,Any Gender,Any Company Industry,35 to 54,Manager,Myself Only,520
290,PHL,Any Gender,Any Company Industry,35 to 54,Senior,Any Company Size,260000
291,PHL,Any Gender,Any Company Industry,35 to 54,Senior,"10,001+ employees",69000
292,PHL,Any Gender,Any Company Industry,35 to 54,Senior,"5001-10,000 employees",13000
293,PHL,Any Gender,Any Company Industry,35 to 54,Senior,1001-5000 employees,27000
294,PHL,Any Gender,Any Company Industry,35 to 54,Senior,501-1000 employees,16000
295,PHL,Any Gender,Any Company Industry,35 to 54,Senior,201-500 employees,16000
296,PHL,Any Gender,Any Company Industry,35 to 54,Senior,51-200 employees,18000
297,PHL,Any Gender,Any Company Industry,35 to 54,Senior,11-50 employees,15000
298,PHL,Any Gender,Any Company Industry,35 to 54,Senior,2-10 employees,8600
299,PHL,Any Gender,Any Company Industry,35 to 54,Senior,Myself Only,1500
300,PHL,Any Gender,Any Company Industry,35 to 54,Entry,Any Company Size,290000
301,PHL,Any Gender,Any Company Industry,35 to 54,Entry,"10,001+ employees",56000
302,PHL,Any Gender,Any Company Industry,35 to 54,Entry,"5001-10,000 employees",12000
303,PHL,Any Gender,Any Company Industry,35 to 54,Entry,1001-5000 employees,24000
304,PHL,Any Gender,Any Company Industry,35 to 54,Entry,501-1000 employees,13000
305,PHL,Any Gender,Any Company Industry,35 to 54,Entry,201-500 employees,15000
306,PHL,Any Gender,Any Company Industry,35 to 54,Entry,51-200 employees,18000
307,PHL,Any Gender,Any Company Industry,35 to 54,Entry,11-50 employees,17000
308,PHL,Any Gender,Any Company Industry,35 to 54,Entry,2-10 employees,9900
309,PHL,Any Gender,Any Company Industry,35 to 54,Entry,Myself Only,2000
310,PHL,Any Gender,Any Company Industry,35 to 54,Training,Any Company Size,2600
311,PHL,Any Gender,Any Company Industry,35 to 54,Training,"10,001+ employees",370
312,PHL,Any Gender,Any Company Industry,35 to 54,Training,"5001-10,000 employees",0
313,PHL,Any Gender,Any Company Industry,35 to 54,Training,1001-5000 employees,0
314,PHL,Any Gender,Any Company Industry,35 to 54,Training,501-1000 employees,0
315,PHL,Any Gender,Any Company Industry,35 to 54,Training,201-500 employees,0
316,PHL,Any Gender,Any Company Industry,35 to 54,Training,51-200 employees,0
317,PHL,Any Gender,Any Company Industry,35 to 54,Training,11-50 employees,0
318,PHL,Any Gender,Any Company Industry,35 to 54,Training,2-10 employees,0
319,PHL,Any Gender,Any Company Industry,35 to 54,Training,Myself Only,0
320,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,Any Company Size,2900
321,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,"10,001+ employees",0
322,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,"5001-10,000 employees",0
323,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,1001-5000 employees,0
324,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,501-1000 employees,0
325,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,201-500 employees,0
326,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,51-200 employees,0
327,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,11-50 employees,0
328,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,2-10 employees,0
329,PHL,Any Gender,Any Company Industry,35 to 54,Unpaid,Myself Only,0
330,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,Any Company Size,6200000
331,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,"10,001+ employees",530000
332,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,"5001-10,000 employees",110000
333,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,1001-5000 employees,230000
334,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,501-1000 employees,140000
335,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,201-500 employees,170000
336,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,51-200 employees,210000
337,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,11-50 employees,220000
338,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,2-10 employees,170000
339,PHL,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,Myself Only,37000
340,PHL,Any Gender,Any Company Industry,25 to 34,Owner,Any Company Size,88000
341,PHL,Any Gender,Any Company Industry,25 to 34,Owner,"10,001+ employees",3500
342,PHL,Any Gender,Any Company Industry,25 to 34,Owner,"5001-10,000 employees",680
343,PHL,Any Gender,Any Company Industry,25 to 34,Owner,1001-5000 employees,1500
344,PHL,Any Gender,Any Company Industry,25 to 34,Owner,501-1000 employees,1600
