,Country,Sector,Company Size,Seniority,Rank
103,GBR,Finance,"10,001+ employees",Director,4.0
104,GBR,Finance,"5001-10,000 employees",Entry,1.0
105,GBR,Finance,"5001-10,000 employees",Senior,2.0
106,GBR,Finance,"5001-10,000 employees",Manager,3.0
107,GBR,Finance,"5001-10,000 employees",Director,4.0
108,GBR,Finance,1001-5000 employees,Entry,1.0
109,GBR,Finance,1001-5000 employees,Senior,2.0
110,GBR,Finance,1001-5000 employees,Manager,4.0
111,GBR,Finance,1001-5000 employees,Director,3.0
112,GBR,Finance,501-1000 employees,Entry,1.0
113,GBR,Finance,501-1000 employees,Senior,2.0
114,GBR,Finance,501-1000 employees,Manager,3.0
115,GBR,Finance,501-1000 employees,Director,4.0
116,GBR,Finance,201-500 employees,Entry,1.0
117,GBR,Finance,201-500 employees,Senior,2.0
118,GBR,Finance,201-500 employees,Manager,3.0
119,GBR,Finance,201-500 employees,Director,4.0
120,GBR,Finance,51-200 employees,Entry,1.0
121,GBR,Finance,51-200 employees,Senior,2.0
122,GBR,Finance,51-200 employees,Manager,3.0
123,GBR,Finance,51-200 employees,Director,4.0
124,GBR,Finance,11-50 employees,Entry,1.0
125,GBR,Finance,11-50 employees,Senior,2.0
126,GBR,Finance,11-50 employees,Manager,3.0
127,GBR,Finance,11-50 employees,Director,4.0
128,GBR,Finance,2-10 employees,Entry,2.0
129,GBR,Finance,2-10 employees,Senior,1.0
130,GBR,Finance,2-10 employees,Manager,3.0
131,GBR,Finance,2-10 employees,Director,4.0
132,IND,IT,"10,001+ employees",Entry,2.0
133,IND,IT,"10,001+ employees",Senior,1.0
134,IND,IT,"10,001+ employees",Manager,4.0
135,IND,IT,"10,001+ employees",Director,3.0
136,IND,IT,"5001-10,000 employees",Entry,3.0
137,IND,IT,"5001-10,000 employees",Senior,1.0
138,IND,IT,"5001-10,000 employees",Manager,4.0
139,IND,IT,"5001-10,000 employees",Director,2.0
140,IND,IT,1001-5000 employees,Entry,2.0
141,IND,IT,1001-5000 employees,Senior,1.0
142,IND,IT,1001-5000 employees,Manager,4.0
143,IND,IT,1001-5000 employees,Director,3.0
144,IND,IT,501-1000 employees,Entry,2.0
145,IND,IT,501-1000 employees,Senior,1.0
146,IND,IT,501-1000 employees,Manager,4.0
147,IND,IT,501-1000 employees,Director,3.0
148,IND,IT,201-500 employees,Entry,2.0
149,IND,IT,201-500 employees,Senior,1.0
150,IND,IT,201-500 employees,Manager,4.0
151,IND,IT,201-500 employees,Director,3.0
152,IND,IT,51-200 employees,Entry,2.0
153,IND,IT,51-200 employees,Senior,1.0
154,IND,IT,51-200 employees,Manager,4.0
155,IND,IT,51-200 employees,Director,3.0
156,IND,IT,11-50 employees,Entry,1.0
157,IND,IT,11-50 employees,Senior,2.0
158,IND,IT,11-50 employees,Manager,4.0
159,IND,IT,11-50 employees,Director,3.0
160,IND,IT,2-10 employees,Entry,2.0
161,IND,IT,2-10 employees,Senior,3.0
162,IND,IT,2-10 employees,Manager,4.0
163,IND,IT,2-10 employees,Director,1.0
164,IND,Finance,"10,001+ employees",Entry,4.0
165,IND,Finance,"10,001+ employees",Senior,1.0
166,IND,Finance,"10,001+ employees",Manager,2.0
167,IND,Finance,"10,001+ employees",Director,3.0
168,IND,Finance,1001-5000 employees,Entry,4.0
169,IND,Finance,1001-5000 employees,Senior,1.0
170,IND,Finance,1001-5000 employees,Manager,3.0
171,IND,Finance,1001-5000 employees,Director,2.0
172,IND,Finance,51-200 employees,Entry,2.0
173,IND,Finance,51-200 employees,Senior,1.0
174,IND,Finance,51-200 employees,Manager,4.0
175,IND,Finance,51-200 employees,Director,3.0
176,IND,Finance,11-50 employees,Entry,3.0
177,IND,Finance,11-50 employees,Senior,2.0
178,IND,Finance,11-50 employees,Manager,4.0
179,IND,Finance,11-50 employees,Director,1.0
180,PHL,Finance,"10,001+ employees",Entry,4.0
181,PHL,Finance,"10,001+ employees",Senior,3.0
182,PHL,Finance,"10,001+ employees",Manager,1.0
183,PHL,Finance,"10,001+ employees",Director,2.0
