0,1,2,3,4,5,6,7,8
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,any recent status,connected to any,2200
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently switched jobs,connected to any,580
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,any recent status,connected to any,10000
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,any recent status,connected to any,3100
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently switched jobs,connected to any,440
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,any recent status,connected to any,6500
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,any recent status,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,any recent status,connected to any,910
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,any recent status,connected to any,4300
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,any recent status,connected to any,1300
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently switched jobs,connected to any,720
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,any recent status,connected to any,5400
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,any recent status,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,any recent status,connected to any,760
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently switched jobs,connected to any,520
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,any recent status,connected to any,3500
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,any recent status,connected to any,1000
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently switched jobs,connected to any,630
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,any recent status,connected to any,9100
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,any recent status,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently switched jobs,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,any recent status,connected to any,1500
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently switched jobs,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently switched jobs,connected to any,380
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently relocated,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently relocated,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently promoted,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently promoted,connected to any,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,any recent status,connected to big companies,0
VNM,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,any recent status,connected to any,5800
