0,1,2,3,4,5,6,7,8
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,35 to 54,recently promoted,connected to any,9600
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,35 to 54,any recent status,connected to big companies,130000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,35 to 54,any recent status,connected to any,720000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,recently switched jobs,connected to big companies,16000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,recently switched jobs,connected to any,110000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,recently relocated,connected to big companies,3500
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,recently relocated,connected to any,39000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,recently promoted,connected to big companies,5900
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,recently promoted,connected to any,21000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,any recent status,connected to big companies,160000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,25 to 34,any recent status,connected to any,2500000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,recently switched jobs,connected to big companies,3700
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,recently switched jobs,connected to any,32000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,recently relocated,connected to big companies,610
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,recently relocated,connected to any,7600
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,recently promoted,connected to big companies,1300
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,recently promoted,connected to any,5200
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,any recent status,connected to big companies,36000
IND,Any Gender,Finance,Any Job Seniority,Any Company Size,18 to 24,any recent status,connected to any,730000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,recently switched jobs,connected to big companies,15000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,recently switched jobs,connected to any,77000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,recently relocated,connected to big companies,3600
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,recently relocated,connected to any,22000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,recently promoted,connected to big companies,6000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,recently promoted,connected to any,19000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,any recent status,connected to big companies,170000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",Any Age Range,any recent status,connected to any,1500000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,recently switched jobs,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,recently switched jobs,connected to any,1200
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,recently relocated,connected to any,410
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,recently promoted,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,any recent status,connected to big companies,2900
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",55+,any recent status,connected to any,24000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,recently switched jobs,connected to big companies,5800
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,recently switched jobs,connected to any,18000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,recently relocated,connected to big companies,1800
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,recently relocated,connected to any,5900
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,recently promoted,connected to big companies,2200
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,recently promoted,connected to any,5100
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,any recent status,connected to big companies,73000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",35 to 54,any recent status,connected to any,310000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,recently switched jobs,connected to big companies,8100
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,recently switched jobs,connected to any,45000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,recently relocated,connected to big companies,1500
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,recently relocated,connected to any,13000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,recently promoted,connected to big companies,3200
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,recently promoted,connected to any,11000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,any recent status,connected to big companies,81000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",25 to 34,any recent status,connected to any,910000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,recently switched jobs,connected to big companies,1300
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,recently switched jobs,connected to any,12000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,recently relocated,connected to any,2300
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,recently promoted,connected to big companies,530
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,recently promoted,connected to any,2300
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,any recent status,connected to big companies,11000
IND,Any Gender,Finance,Any Job Seniority,"10,001+ employees",18 to 24,any recent status,connected to any,270000
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,recently switched jobs,connected to big companies,2100
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,recently switched jobs,connected to any,13000
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,recently relocated,connected to big companies,550
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,recently relocated,connected to any,4000
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,recently promoted,connected to big companies,770
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,recently promoted,connected to any,2800
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,any recent status,connected to big companies,22000
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",Any Age Range,any recent status,connected to any,240000
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,recently switched jobs,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,recently switched jobs,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,recently relocated,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,recently promoted,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,any recent status,connected to big companies,510
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",55+,any recent status,connected to any,3400
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,recently switched jobs,connected to big companies,750
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,recently switched jobs,connected to any,2900
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,recently relocated,connected to any,1000
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,recently promoted,connected to any,730
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,any recent status,connected to big companies,8600
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",35 to 54,any recent status,connected to any,48000
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,recently switched jobs,connected to big companies,1100
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,recently switched jobs,connected to any,7700
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,recently relocated,connected to any,2500
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,recently promoted,connected to big companies,430
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,recently promoted,connected to any,1700
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,any recent status,connected to big companies,11000
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",25 to 34,any recent status,connected to any,150000
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,recently switched jobs,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,recently switched jobs,connected to any,1900
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,recently relocated,connected to any,410
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,recently promoted,connected to any,390
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,any recent status,connected to big companies,1800
IND,Any Gender,Finance,Any Job Seniority,"5001-10,000 employees",18 to 24,any recent status,connected to any,40000
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,recently switched jobs,connected to big companies,3600
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,recently switched jobs,connected to any,21000
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,recently relocated,connected to big companies,970
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,recently relocated,connected to any,6400
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,recently promoted,connected to big companies,1300
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,recently promoted,connected to any,4500
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,any recent status,connected to big companies,33000
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,Any Age Range,any recent status,connected to any,370000
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,recently switched jobs,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,recently switched jobs,connected to any,300
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,recently relocated,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,recently promoted,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,any recent status,connected to big companies,750
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,55+,any recent status,connected to any,5300
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,recently switched jobs,connected to big companies,1200
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,recently switched jobs,connected to any,4700
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,recently relocated,connected to big companies,480
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,recently relocated,connected to any,1600
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,recently promoted,connected to big companies,390
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,recently promoted,connected to any,1200
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,any recent status,connected to big companies,13000
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,35 to 54,any recent status,connected to any,70000
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently switched jobs,connected to big companies,1900
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently switched jobs,connected to any,13000
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently relocated,connected to big companies,400
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently relocated,connected to any,3900
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently promoted,connected to big companies,690
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,recently promoted,connected to any,2600
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,any recent status,connected to big companies,17000
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,25 to 34,any recent status,connected to any,230000
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently switched jobs,connected to big companies,420
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently switched jobs,connected to any,3500
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently relocated,connected to any,720
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,recently promoted,connected to any,760
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,any recent status,connected to big companies,3200
IND,Any Gender,Finance,Any Job Seniority,1001-5000 employees,18 to 24,any recent status,connected to any,65000
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently switched jobs,connected to big companies,1300
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently switched jobs,connected to any,6900
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently relocated,connected to big companies,360
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently relocated,connected to any,1800
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently promoted,connected to big companies,500
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,recently promoted,connected to any,1500
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,any recent status,connected to big companies,12000
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,Any Age Range,any recent status,connected to any,110000
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently switched jobs,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently switched jobs,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently relocated,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,recently promoted,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,any recent status,connected to big companies,340
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,55+,any recent status,connected to any,2000
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently switched jobs,connected to big companies,430
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently switched jobs,connected to any,1600
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently relocated,connected to any,470
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,recently promoted,connected to any,390
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,any recent status,connected to big companies,4800
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,35 to 54,any recent status,connected to any,23000
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently switched jobs,connected to big companies,670
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently switched jobs,connected to any,4000
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently relocated,connected to any,1000
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,recently promoted,connected to any,850
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,any recent status,connected to big companies,6000
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,25 to 34,any recent status,connected to any,67000
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently switched jobs,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently switched jobs,connected to any,1200
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently relocated,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,recently promoted,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,any recent status,connected to big companies,1400
IND,Any Gender,Finance,Any Job Seniority,501-1000 employees,18 to 24,any recent status,connected to any,18000
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently switched jobs,connected to big companies,1800
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently switched jobs,connected to any,8500
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently relocated,connected to big companies,400
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently relocated,connected to any,2000
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently promoted,connected to big companies,660
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,recently promoted,connected to any,1900
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,any recent status,connected to big companies,15000
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,Any Age Range,any recent status,connected to any,120000
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently switched jobs,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently switched jobs,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently relocated,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,recently promoted,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,any recent status,connected to big companies,440
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,55+,any recent status,connected to any,2500
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently switched jobs,connected to big companies,590
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently switched jobs,connected to any,2000
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently relocated,connected to any,550
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,recently promoted,connected to any,480
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,any recent status,connected to big companies,5500
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,35 to 54,any recent status,connected to any,26000
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently switched jobs,connected to big companies,940
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently switched jobs,connected to any,5100
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently relocated,connected to any,1200
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently promoted,connected to big companies,340
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,recently promoted,connected to any,1000
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,any recent status,connected to big companies,7000
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,25 to 34,any recent status,connected to any,73000
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently switched jobs,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently switched jobs,connected to any,1300
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently relocated,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,recently promoted,connected to any,390
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,any recent status,connected to big companies,1700
IND,Any Gender,Finance,Any Job Seniority,201-500 employees,18 to 24,any recent status,connected to any,21000
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently switched jobs,connected to big companies,2400
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently switched jobs,connected to any,11000
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently relocated,connected to big companies,450
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently relocated,connected to any,2600
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently promoted,connected to big companies,920
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,recently promoted,connected to any,2600
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,any recent status,connected to big companies,18000
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,Any Age Range,any recent status,connected to any,160000
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently switched jobs,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently switched jobs,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently relocated,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,recently promoted,connected to any,0
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,any recent status,connected to big companies,550
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,55+,any recent status,connected to any,3300
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently switched jobs,connected to big companies,730
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently switched jobs,connected to any,2500
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently relocated,connected to any,660
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently promoted,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,recently promoted,connected to any,610
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,any recent status,connected to big companies,6500
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,35 to 54,any recent status,connected to any,30000
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently switched jobs,connected to big companies,1100
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently switched jobs,connected to any,6100
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently relocated,connected to big companies,0
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently relocated,connected to any,1500
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently promoted,connected to big companies,440
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,recently promoted,connected to any,1300
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,any recent status,connected to big companies,8200
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,25 to 34,any recent status,connected to any,92000
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,18 to 24,recently switched jobs,connected to big companies,480
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,18 to 24,recently switched jobs,connected to any,2200
IND,Any Gender,Finance,Any Job Seniority,51-200 employees,18 to 24,recently relocated,connected to big companies,0
