,Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
1066,USA,Any Gender,Any Company Industry,35 to 54,Owner,51-200 employees,200000
1067,USA,Any Gender,Any Company Industry,35 to 54,Owner,11-50 employees,520000
1068,USA,Any Gender,Any Company Industry,35 to 54,Owner,2-10 employees,940000
1069,USA,Any Gender,Any Company Industry,35 to 54,Owner,Myself Only,87000
1070,USA,Any Gender,Any Company Industry,35 to 54,Partner,Any Company Size,540000
1071,USA,Any Gender,Any Company Industry,35 to 54,Partner,"10,001+ employees",61000
1072,USA,Any Gender,Any Company Industry,35 to 54,Partner,"5001-10,000 employees",19000
1073,USA,Any Gender,Any Company Industry,35 to 54,Partner,1001-5000 employees,65000
1074,USA,Any Gender,Any Company Industry,35 to 54,Partner,501-1000 employees,33000
1075,USA,Any Gender,Any Company Industry,35 to 54,Partner,201-500 employees,48000
1076,USA,Any Gender,Any Company Industry,35 to 54,Partner,51-200 employees,87000
1077,USA,Any Gender,Any Company Industry,35 to 54,Partner,11-50 employees,140000
1078,USA,Any Gender,Any Company Industry,35 to 54,Partner,2-10 employees,170000
1079,USA,Any Gender,Any Company Industry,35 to 54,Partner,Myself Only,11000
1080,USA,Any Gender,Any Company Industry,35 to 54,CXO,Any Company Size,2000000
1081,USA,Any Gender,Any Company Industry,35 to 54,CXO,"10,001+ employees",130000
1082,USA,Any Gender,Any Company Industry,35 to 54,CXO,"5001-10,000 employees",37000
1083,USA,Any Gender,Any Company Industry,35 to 54,CXO,1001-5000 employees,100000
1084,USA,Any Gender,Any Company Industry,35 to 54,CXO,501-1000 employees,73000
1085,USA,Any Gender,Any Company Industry,35 to 54,CXO,201-500 employees,110000
1086,USA,Any Gender,Any Company Industry,35 to 54,CXO,51-200 employees,210000
1087,USA,Any Gender,Any Company Industry,35 to 54,CXO,11-50 employees,380000
1088,USA,Any Gender,Any Company Industry,35 to 54,CXO,2-10 employees,490000
1089,USA,Any Gender,Any Company Industry,35 to 54,CXO,Myself Only,32000
1090,USA,Any Gender,Any Company Industry,35 to 54,VP,Any Company Size,1900000
1091,USA,Any Gender,Any Company Industry,35 to 54,VP,"10,001+ employees",460000
1092,USA,Any Gender,Any Company Industry,35 to 54,VP,"5001-10,000 employees",92000
1093,USA,Any Gender,Any Company Industry,35 to 54,VP,1001-5000 employees,240000
1094,USA,Any Gender,Any Company Industry,35 to 54,VP,501-1000 employees,110000
1095,USA,Any Gender,Any Company Industry,35 to 54,VP,201-500 employees,160000
1096,USA,Any Gender,Any Company Industry,35 to 54,VP,51-200 employees,250000
1097,USA,Any Gender,Any Company Industry,35 to 54,VP,11-50 employees,280000
1098,USA,Any Gender,Any Company Industry,35 to 54,VP,2-10 employees,240000
1099,USA,Any Gender,Any Company Industry,35 to 54,VP,Myself Only,16000
1100,USA,Any Gender,Any Company Industry,35 to 54,Director,Any Company Size,3600000
1101,USA,Any Gender,Any Company Industry,35 to 54,Director,"10,001+ employees",830000
1102,USA,Any Gender,Any Company Industry,35 to 54,Director,"5001-10,000 employees",210000
1103,USA,Any Gender,Any Company Industry,35 to 54,Director,1001-5000 employees,500000
1104,USA,Any Gender,Any Company Industry,35 to 54,Director,501-1000 employees,240000
1105,USA,Any Gender,Any Company Industry,35 to 54,Director,201-500 employees,320000
1106,USA,Any Gender,Any Company Industry,35 to 54,Director,51-200 employees,480000
1107,USA,Any Gender,Any Company Industry,35 to 54,Director,11-50 employees,500000
1108,USA,Any Gender,Any Company Industry,35 to 54,Director,2-10 employees,420000
1109,USA,Any Gender,Any Company Industry,35 to 54,Director,Myself Only,41000
1110,USA,Any Gender,Any Company Industry,35 to 54,Manager,Any Company Size,4000000
1111,USA,Any Gender,Any Company Industry,35 to 54,Manager,"10,001+ employees",1300000
1112,USA,Any Gender,Any Company Industry,35 to 54,Manager,"5001-10,000 employees",270000
1113,USA,Any Gender,Any Company Industry,35 to 54,Manager,1001-5000 employees,580000
1114,USA,Any Gender,Any Company Industry,35 to 54,Manager,501-1000 employees,250000
1115,USA,Any Gender,Any Company Industry,35 to 54,Manager,201-500 employees,310000
1116,USA,Any Gender,Any Company Industry,35 to 54,Manager,51-200 employees,400000
1117,USA,Any Gender,Any Company Industry,35 to 54,Manager,11-50 employees,370000
1118,USA,Any Gender,Any Company Industry,35 to 54,Manager,2-10 employees,310000
1119,USA,Any Gender,Any Company Industry,35 to 54,Manager,Myself Only,29000
1120,USA,Any Gender,Any Company Industry,35 to 54,Senior,Any Company Size,10000000
1121,USA,Any Gender,Any Company Industry,35 to 54,Senior,"10,001+ employees",3100000
1122,USA,Any Gender,Any Company Industry,35 to 54,Senior,"5001-10,000 employees",710000
1123,USA,Any Gender,Any Company Industry,35 to 54,Senior,1001-5000 employees,1500000
1124,USA,Any Gender,Any Company Industry,35 to 54,Senior,501-1000 employees,630000
1125,USA,Any Gender,Any Company Industry,35 to 54,Senior,201-500 employees,780000
1126,USA,Any Gender,Any Company Industry,35 to 54,Senior,51-200 employees,990000
1127,USA,Any Gender,Any Company Industry,35 to 54,Senior,11-50 employees,930000
1128,USA,Any Gender,Any Company Industry,35 to 54,Senior,2-10 employees,760000
1129,USA,Any Gender,Any Company Industry,35 to 54,Senior,Myself Only,90000
1130,USA,Any Gender,Any Company Industry,35 to 54,Entry,Any Company Size,10000000
1131,USA,Any Gender,Any Company Industry,35 to 54,Entry,"10,001+ employees",2500000
1132,USA,Any Gender,Any Company Industry,35 to 54,Entry,"5001-10,000 employees",550000
1133,USA,Any Gender,Any Company Industry,35 to 54,Entry,1001-5000 employees,1200000
1134,USA,Any Gender,Any Company Industry,35 to 54,Entry,501-1000 employees,530000
1135,USA,Any Gender,Any Company Industry,35 to 54,Entry,201-500 employees,710000
1136,USA,Any Gender,Any Company Industry,35 to 54,Entry,51-200 employees,950000
1137,USA,Any Gender,Any Company Industry,35 to 54,Entry,11-50 employees,960000
1138,USA,Any Gender,Any Company Industry,35 to 54,Entry,2-10 employees,780000
1139,USA,Any Gender,Any Company Industry,35 to 54,Entry,Myself Only,80000
1140,USA,Any Gender,Any Company Industry,35 to 54,Training,Any Company Size,130000
1141,USA,Any Gender,Any Company Industry,35 to 54,Training,"10,001+ employees",27000
1142,USA,Any Gender,Any Company Industry,35 to 54,Training,"5001-10,000 employees",10000
1143,USA,Any Gender,Any Company Industry,35 to 54,Training,1001-5000 employees,25000
1144,USA,Any Gender,Any Company Industry,35 to 54,Training,501-1000 employees,9600
1145,USA,Any Gender,Any Company Industry,35 to 54,Training,201-500 employees,9800
1146,USA,Any Gender,Any Company Industry,35 to 54,Training,51-200 employees,9100
1147,USA,Any Gender,Any Company Industry,35 to 54,Training,11-50 employees,7900
1148,USA,Any Gender,Any Company Industry,35 to 54,Training,2-10 employees,6500
1149,USA,Any Gender,Any Company Industry,35 to 54,Training,Myself Only,640
1150,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,Any Company Size,320000
1151,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,"10,001+ employees",40000
1152,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,"5001-10,000 employees",5000
1153,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,1001-5000 employees,10000
1154,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,501-1000 employees,4200
1155,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,201-500 employees,5900
1156,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,51-200 employees,10000
1157,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,11-50 employees,10000
1158,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,2-10 employees,14000
1159,USA,Any Gender,Any Company Industry,35 to 54,Unpaid,Myself Only,8500
1160,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,Any Company Size,100000000
1161,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,"10,001+ employees",12000000
1162,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,"5001-10,000 employees",2500000
1163,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,1001-5000 employees,5700000
1164,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,501-1000 employees,2500000
1165,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,201-500 employees,3300000
1166,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,51-200 employees,4500000
1167,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,11-50 employees,5500000
1168,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,2-10 employees,5600000
1169,USA,Any Gender,Any Company Industry,25 to 34,Any Job Seniority,Myself Only,710000
1170,USA,Any Gender,Any Company Industry,25 to 34,Owner,Any Company Size,3700000
1171,USA,Any Gender,Any Company Industry,25 to 34,Owner,"10,001+ employees",120000
1172,USA,Any Gender,Any Company Industry,25 to 34,Owner,"5001-10,000 employees",28000
1173,USA,Any Gender,Any Company Industry,25 to 34,Owner,1001-5000 employees,73000
