Country,Company Industry,Age Range,Job seniority,Company Size,Count
USA,IT,35 to 54,Director,2-10 employees,47000
USA,IT,35 to 54,Director,Myself Only,5700
USA,IT,35 to 54,Manager,"10,001+ employees",250000
USA,IT,35 to 54,Manager,"5001-10,000 employees",33000
USA,IT,35 to 54,Manager,1001-5000 employees,68000
USA,IT,35 to 54,Manager,501-1000 employees,26000
USA,IT,35 to 54,Manager,201-500 employees,35000
USA,IT,35 to 54,Manager,51-200 employees,46000
USA,IT,35 to 54,Manager,11-50 employees,39000
USA,IT,35 to 54,Manager,2-10 employees,29000
USA,IT,35 to 54,Manager,Myself Only,4000
USA,IT,35 to 54,Senior,"10,001+ employees",630000
USA,IT,35 to 54,Senior,"5001-10,000 employees",95000
USA,IT,35 to 54,Senior,1001-5000 employees,200000
USA,IT,35 to 54,Senior,501-1000 employees,80000
USA,IT,35 to 54,Senior,201-500 employees,110000
USA,IT,35 to 54,Senior,51-200 employees,150000
USA,IT,35 to 54,Senior,11-50 employees,120000
USA,IT,35 to 54,Senior,2-10 employees,66000
USA,IT,35 to 54,Senior,Myself Only,13000
USA,IT,35 to 54,Entry,"10,001+ employees",380000
USA,IT,35 to 54,Entry,"5001-10,000 employees",50000
USA,IT,35 to 54,Entry,1001-5000 employees,110000
USA,IT,35 to 54,Entry,501-1000 employees,46000
USA,IT,35 to 54,Entry,201-500 employees,70000
USA,IT,35 to 54,Entry,51-200 employees,100000
USA,IT,35 to 54,Entry,11-50 employees,91000
USA,IT,35 to 54,Entry,2-10 employees,52000
USA,IT,35 to 54,Entry,Myself Only,8600
USA,IT,35 to 54,Training,"10,001+ employees",1500
USA,IT,35 to 54,Training,"5001-10,000 employees",0
USA,IT,35 to 54,Training,1001-5000 employees,500
USA,IT,35 to 54,Training,501-1000 employees,0
USA,IT,35 to 54,Training,201-500 employees,400
USA,IT,35 to 54,Training,51-200 employees,590
USA,IT,35 to 54,Training,11-50 employees,670
USA,IT,35 to 54,Training,2-10 employees,360
USA,IT,35 to 54,Training,Myself Only,0
USA,IT,35 to 54,Unpaid,"10,001+ employees",5100
USA,IT,35 to 54,Unpaid,"5001-10,000 employees",0
USA,IT,35 to 54,Unpaid,1001-5000 employees,620
USA,IT,35 to 54,Unpaid,501-1000 employees,370
USA,IT,35 to 54,Unpaid,201-500 employees,510
USA,IT,35 to 54,Unpaid,51-200 employees,900
USA,IT,35 to 54,Unpaid,11-50 employees,1100
USA,IT,35 to 54,Unpaid,2-10 employees,1300
USA,IT,35 to 54,Unpaid,Myself Only,1500
USA,IT,25 to 34,Owner,"10,001+ employees",21000
USA,IT,25 to 34,Owner,"5001-10,000 employees",4100
USA,IT,25 to 34,Owner,1001-5000 employees,14000
USA,IT,25 to 34,Owner,501-1000 employees,6300
USA,IT,25 to 34,Owner,201-500 employees,9100
USA,IT,25 to 34,Owner,51-200 employees,17000
USA,IT,25 to 34,Owner,11-50 employees,37000
USA,IT,25 to 34,Owner,2-10 employees,64000
USA,IT,25 to 34,Owner,Myself Only,9200
USA,IT,25 to 34,Partner,"10,001+ employees",5100
USA,IT,25 to 34,Partner,"5001-10,000 employees",960
USA,IT,25 to 34,Partner,1001-5000 employees,3000
USA,IT,25 to 34,Partner,501-1000 employees,1400
USA,IT,25 to 34,Partner,201-500 employees,2500
USA,IT,25 to 34,Partner,51-200 employees,4600
USA,IT,25 to 34,Partner,11-50 employees,7200
USA,IT,25 to 34,Partner,2-10 employees,8300
USA,IT,25 to 34,Partner,Myself Only,920
USA,IT,25 to 34,CXO,"10,001+ employees",14000
USA,IT,25 to 34,CXO,"5001-10,000 employees",2300
USA,IT,25 to 34,CXO,1001-5000 employees,6100
USA,IT,25 to 34,CXO,501-1000 employees,3200
USA,IT,25 to 34,CXO,201-500 employees,5800
USA,IT,25 to 34,CXO,51-200 employees,13000
USA,IT,25 to 34,CXO,11-50 employees,27000
USA,IT,25 to 34,CXO,2-10 employees,37000
USA,IT,25 to 34,CXO,Myself Only,3900
USA,IT,25 to 34,VP,"10,001+ employees",16000
USA,IT,25 to 34,VP,"5001-10,000 employees",2300
USA,IT,25 to 34,VP,1001-5000 employees,6100
USA,IT,25 to 34,VP,501-1000 employees,3100
USA,IT,25 to 34,VP,201-500 employees,5300
USA,IT,25 to 34,VP,51-200 employees,10000
USA,IT,25 to 34,VP,11-50 employees,15000
USA,IT,25 to 34,VP,2-10 employees,12000
USA,IT,25 to 34,VP,Myself Only,1300
USA,IT,25 to 34,Director,"10,001+ employees",37000
USA,IT,25 to 34,Director,"5001-10,000 employees",6400
USA,IT,25 to 34,Director,1001-5000 employees,19000
USA,IT,25 to 34,Director,501-1000 employees,9700
USA,IT,25 to 34,Director,201-500 employees,15000
USA,IT,25 to 34,Director,51-200 employees,27000
USA,IT,25 to 34,Director,11-50 employees,32000
USA,IT,25 to 34,Director,2-10 employees,25000
USA,IT,25 to 34,Director,Myself Only,3200
USA,IT,25 to 34,Manager,"10,001+ employees",140000
USA,IT,25 to 34,Manager,"5001-10,000 employees",17000
USA,IT,25 to 34,Manager,1001-5000 employees,46000
USA,IT,25 to 34,Manager,501-1000 employees,19000
USA,IT,25 to 34,Manager,201-500 employees,27000
USA,IT,25 to 34,Manager,51-200 employees,39000
USA,IT,25 to 34,Manager,11-50 employees,40000
USA,IT,25 to 34,Manager,2-10 employees,32000
USA,IT,25 to 34,Manager,Myself Only,5500
USA,IT,25 to 34,Senior,"10,001+ employees",500000
USA,IT,25 to 34,Senior,"5001-10,000 employees",73000
USA,IT,25 to 34,Senior,1001-5000 employees,180000
USA,IT,25 to 34,Senior,501-1000 employees,78000
USA,IT,25 to 34,Senior,201-500 employees,110000
USA,IT,25 to 34,Senior,51-200 employees,160000
USA,IT,25 to 34,Senior,11-50 employees,140000
USA,IT,25 to 34,Senior,2-10 employees,89000
USA,IT,25 to 34,Senior,Myself Only,17000
USA,IT,25 to 34,Entry,"10,001+ employees",660000
USA,IT,25 to 34,Entry,"5001-10,000 employees",83000
USA,IT,25 to 34,Entry,1001-5000 employees,210000
USA,IT,25 to 34,Entry,501-1000 employees,95000
USA,IT,25 to 34,Entry,201-500 employees,140000
USA,IT,25 to 34,Entry,51-200 employees,210000
USA,IT,25 to 34,Entry,11-50 employees,220000
USA,IT,25 to 34,Entry,2-10 employees,160000
USA,IT,25 to 34,Entry,Myself Only,42000
USA,IT,25 to 34,Training,"10,001+ employees",10000
USA,IT,25 to 34,Training,"5001-10,000 employees",1500
USA,IT,25 to 34,Training,1001-5000 employees,3400
USA,IT,25 to 34,Training,501-1000 employees,1500
USA,IT,25 to 34,Training,201-500 employees,2300
USA,IT,25 to 34,Training,51-200 employees,3800
USA,IT,25 to 34,Training,11-50 employees,4900
USA,IT,25 to 34,Training,2-10 employees,3400
USA,IT,25 to 34,Training,Myself Only,1200
USA,IT,25 to 34,Unpaid,"10,001+ employees",22000
USA,IT,25 to 34,Unpaid,"5001-10,000 employees",1000
USA,IT,25 to 34,Unpaid,1001-5000 employees,5200
USA,IT,25 to 34,Unpaid,501-1000 employees,2400
USA,IT,25 to 34,Unpaid,201-500 employees,3700
USA,IT,25 to 34,Unpaid,51-200 employees,5300
USA,IT,25 to 34,Unpaid,11-50 employees,8400
USA,IT,25 to 34,Unpaid,2-10 employees,10000
USA,IT,25 to 34,Unpaid,Myself Only,15000
USA,IT,18 to 24,Owner,"10,001+ employees",7100
USA,IT,18 to 24,Owner,"5001-10,000 employees",970
USA,IT,18 to 24,Owner,1001-5000 employees,3100
USA,IT,18 to 24,Owner,501-1000 employees,1400
USA,IT,18 to 24,Owner,201-500 employees,2000
USA,IT,18 to 24,Owner,51-200 employees,3400
USA,IT,18 to 24,Owner,11-50 employees,5900
USA,IT,18 to 24,Owner,2-10 employees,9900
USA,IT,18 to 24,Owner,Myself Only,1900
USA,IT,18 to 24,Partner,"10,001+ employees",1500
USA,IT,18 to 24,Partner,"5001-10,000 employees",0
USA,IT,18 to 24,Partner,1001-5000 employees,710
USA,IT,18 to 24,Partner,501-1000 employees,350
USA,IT,18 to 24,Partner,201-500 employees,640
USA,IT,18 to 24,Partner,51-200 employees,1100
USA,IT,18 to 24,Partner,11-50 employees,1700
USA,IT,18 to 24,Partner,2-10 employees,1800
USA,IT,18 to 24,Partner,Myself Only,0
USA,IT,18 to 24,CXO,"10,001+ employees",5400
USA,IT,18 to 24,CXO,"5001-10,000 employees",600
USA,IT,18 to 24,CXO,1001-5000 employees,1600
USA,IT,18 to 24,CXO,501-1000 employees,1000
USA,IT,18 to 24,CXO,201-500 employees,1400
USA,IT,18 to 24,CXO,51-200 employees,2800
USA,IT,18 to 24,CXO,11-50 employees,5000
USA,IT,18 to 24,CXO,2-10 employees,6500
USA,IT,18 to 24,CXO,Myself Only,800
USA,IT,18 to 24,VP,"10,001+ employees",5400
USA,IT,18 to 24,VP,"5001-10,000 employees",600
USA,IT,18 to 24,VP,1001-5000 employees,1400
USA,IT,18 to 24,VP,501-1000 employees,680
USA,IT,18 to 24,VP,201-500 employees,1000
USA,IT,18 to 24,VP,51-200 employees,2200
USA,IT,18 to 24,VP,11-50 employees,2800
USA,IT,18 to 24,VP,2-10 employees,2300
USA,IT,18 to 24,VP,Myself Only,0
USA,IT,18 to 24,Director,"10,001+ employees",11000
USA,IT,18 to 24,Director,"5001-10,000 employees",1200
USA,IT,18 to 24,Director,1001-5000 employees,3400
USA,IT,18 to 24,Director,501-1000 employees,1600
USA,IT,18 to 24,Director,201-500 employees,2300
USA,IT,18 to 24,Director,51-200 employees,4500
USA,IT,18 to 24,Director,11-50 employees,6100
USA,IT,18 to 24,Director,2-10 employees,5100
USA,IT,18 to 24,Director,Myself Only,610
USA,IT,18 to 24,Manager,"10,001+ employees",28000
USA,IT,18 to 24,Manager,"5001-10,000 employees",2600
USA,IT,18 to 24,Manager,1001-5000 employees,6800
USA,IT,18 to 24,Manager,501-1000 employees,2700
USA,IT,18 to 24,Manager,201-500 employees,3700
USA,IT,18 to 24,Manager,51-200 employees,5300
USA,IT,18 to 24,Manager,11-50 employees,6600
USA,IT,18 to 24,Manager,2-10 employees,5400
USA,IT,18 to 24,Manager,Myself Only,910
USA,IT,18 to 24,Senior,"10,001+ employees",94000
USA,IT,18 to 24,Senior,"5001-10,000 employees",11000
USA,IT,18 to 24,Senior,1001-5000 employees,31000
USA,IT,18 to 24,Senior,501-1000 employees,13000
USA,IT,18 to 24,Senior,201-500 employees,18000
USA,IT,18 to 24,Senior,51-200 employees,27000
USA,IT,18 to 24,Senior,11-50 employees,27000
USA,IT,18 to 24,Senior,2-10 employees,19000
USA,IT,18 to 24,Senior,Myself Only,3200
USA,IT,18 to 24,Entry,"10,001+ employees",200000
USA,IT,18 to 24,Entry,"5001-10,000 employees",20000
USA,IT,18 to 24,Entry,1001-5000 employees,68000
USA,IT,18 to 24,Entry,501-1000 employees,25000
USA,IT,18 to 24,Entry,201-500 employees,34000
USA,IT,18 to 24,Entry,51-200 employees,49000
USA,IT,18 to 24,Entry,11-50 employees,54000
USA,IT,18 to 24,Entry,2-10 employees,38000
USA,IT,18 to 24,Entry,Myself Only,9900
USA,IT,18 to 24,Training,"10,001+ employees",9500
USA,IT,18 to 24,Training,"5001-10,000 employees",1300
USA,IT,18 to 24,Training,1001-5000 employees,2600
USA,IT,18 to 24,Training,501-1000 employees,1200
USA,IT,18 to 24,Training,201-500 employees,1600
USA,IT,18 to 24,Training,51-200 employees,2900
USA,IT,18 to 24,Training,11-50 employees,3800
USA,IT,18 to 24,Training,2-10 employees,2700
USA,IT,18 to 24,Training,Myself Only,990
USA,IT,18 to 24,Unpaid,"10,001+ employees",6200
USA,IT,18 to 24,Unpaid,"5001-10,000 employees",0
USA,IT,18 to 24,Unpaid,1001-5000 employees,670
USA,IT,18 to 24,Unpaid,501-1000 employees,0
USA,IT,18 to 24,Unpaid,201-500 employees,390
USA,IT,18 to 24,Unpaid,51-200 employees,570
USA,IT,18 to 24,Unpaid,11-50 employees,950
USA,IT,18 to 24,Unpaid,2-10 employees,890
USA,IT,18 to 24,Unpaid,Myself Only,1800
